transaction_id,amount,currency,country,payment_method,merchant_category,psp,status,timestamp,processing_time_ms,cost,fraud_score
txn_001385,31.47,EUR,BR,card,digital,adyen,success,2025-05-09 13:05:51.038635,65,1.0,0.057
txn_001386,141.54,EUR,US,bank,retail,stripe,success,2025-02-14 16:58:51.038635,163,4.4,0.059
txn_001387,208.99,USD,FR,bank,finance,adyen,success,2025-03-13 13:36:51.038635,78,5.97,0.053
txn_001388,21.07,INR,BR,wallet,travel,paypal,success,2025-02-27 08:57:51.038635,187,1.21,0.03
txn_001389,10.0,CAD,US,bank,gaming,stripe,success,2025-01-25 01:04:51.038635,95,0.59,0.029
txn_001390,40.04,USD,US,wallet,retail,stripe,success,2025-06-09 12:37:51.038635,59,1.46,0.081
txn_001391,10.0,USD,UK,wallet,retail,paypal,success,2025-05-11 17:56:51.038635,139,0.83,0.012
txn_001392,411.61,USD,BR,card,food,stripe,success,2025-03-18 21:57:51.038635,106,12.24,0.02
txn_001393,24.65,USD,IN,card,food,razorpay,success,2025-05-22 06:56:51.038635,166,0.84,0.049
txn_001394,11.61,EUR,IN,card,digital,razorpay,success,2025-05-16 14:44:51.038635,150,0.53,0.025
txn_001395,26.5,USD,US,card,food,stripe,success,2025-04-26 19:34:51.038635,124,1.07,0.075
txn_001396,10.0,EUR,US,wallet,retail,stripe,success,2025-05-26 19:33:51.038635,59,0.59,0.008
txn_001397,10.0,USD,SG,card,digital,razorpay,success,2025-03-04 23:35:51.038635,178,0.49,0.054
txn_001398,121.59,INR,US,card,travel,stripe,success,2025-01-12 06:05:51.038635,126,3.83,0.005
txn_001399,10.0,USD,DE,card,digital,stripe,success,2025-03-11 14:18:51.038635,116,0.59,0.017
txn_001400,10.0,EUR,BR,card,travel,adyen,success,2025-05-05 07:00:51.038635,133,0.4,0.072
txn_001401,44.92,USD,US,card,digital,stripe,success,2025-06-25 05:38:51.038635,157,1.6,0.005
txn_001402,118.93,USD,DE,bank,digital,adyen,success,2025-06-09 11:07:51.038635,134,3.45,0.063
txn_001403,59.05,AUD,US,wallet,digital,stripe,success,2025-06-02 21:50:51.038635,112,2.01,0.037
txn_001404,89.49,GBP,CA,wallet,digital,stripe,failed,2025-01-18 02:38:51.038635,89,2.9,0.038
txn_001405,10.0,USD,US,card,retail,stripe,success,2025-05-07 00:24:51.038635,149,0.59,0.078
txn_001406,10.0,GBP,FR,card,travel,square,success,2025-02-05 10:53:51.038635,69,0.36,0.098
txn_001407,190.95,GBP,UK,card,finance,adyen,success,2025-04-07 12:13:51.038635,158,5.47,0.039
txn_001408,12.38,EUR,IN,bank,digital,razorpay,failed,2025-06-12 15:14:51.038635,140,0.55,0.056
txn_001409,13.79,EUR,CA,card,retail,stripe,success,2025-01-13 03:17:51.038635,88,0.7,0.022
txn_001410,147.27,SGD,US,card,gaming,stripe,success,2025-04-18 17:27:51.038635,83,4.57,0.055
txn_001411,46.26,USD,FR,wallet,retail,paypal,success,2025-02-26 18:48:51.038635,141,2.06,0.059
txn_001412,39.8,USD,UK,card,retail,square,success,2025-01-19 06:40:51.038635,114,1.13,0.087
txn_001413,516.72,USD,DE,card,digital,stripe,success,2025-04-23 13:11:51.038635,119,15.28,0.11
txn_001414,10.0,INR,US,card,travel,stripe,success,2025-01-11 03:15:51.038635,82,0.59,0.039
txn_001415,80.78,JPY,DE,card,retail,square,success,2025-06-14 16:44:51.038635,99,2.2,0.092
txn_001416,21.88,AUD,US,card,food,stripe,success,2025-01-26 18:18:51.038635,78,0.93,0.023
txn_001417,30.05,CAD,UK,card,digital,adyen,success,2025-02-01 15:33:51.038635,117,0.96,0.006
txn_001418,198.88,BRL,US,wallet,retail,stripe,success,2025-02-07 08:55:51.038635,118,6.07,0.009
txn_001419,43.02,GBP,FR,wallet,digital,paypal,success,2025-05-10 10:23:51.038635,168,1.95,0.115
txn_001420,45.04,INR,US,card,travel,stripe,failed,2025-03-03 22:56:51.038635,81,1.61,0.002
txn_001421,100.36,BRL,JP,bank,food,square,success,2025-01-29 17:22:51.038635,100,2.71,0.053
txn_001422,11.62,USD,JP,card,retail,stripe,success,2025-03-06 17:29:51.038635,107,0.64,0.22
txn_001423,10.0,GBP,US,card,retail,stripe,success,2025-01-26 17:54:51.038635,129,0.59,0.048
txn_001424,10.0,INR,CA,card,food,stripe,success,2025-04-16 02:06:51.038635,125,0.59,0.062
txn_001425,10.0,JPY,US,wallet,finance,stripe,failed,2025-01-13 02:18:51.038635,143,0.59,0.006
txn_001426,438.92,SGD,UK,card,digital,adyen,success,2025-05-24 13:37:51.038635,85,12.41,0.013
txn_001427,10.0,AUD,FR,wallet,food,paypal,success,2025-05-04 08:05:51.038635,124,0.83,0.035
txn_001428,14.41,JPY,DE,wallet,retail,paypal,success,2025-03-29 19:04:51.038635,209,0.98,0.022
txn_001429,13.26,EUR,CA,card,digital,stripe,success,2025-05-21 22:56:51.038635,91,0.68,0.056
txn_001430,31.85,USD,US,wallet,retail,stripe,success,2025-02-06 02:22:51.038635,86,1.22,0.062
txn_001431,68.28,USD,UK,bank,travel,adyen,success,2025-01-23 12:16:51.038635,98,2.03,0.012
txn_001432,73.02,EUR,US,card,digital,stripe,success,2025-01-26 01:20:51.038635,129,2.42,0.062
txn_001433,10.0,EUR,FR,card,finance,square,success,2025-05-06 17:35:51.038635,94,0.36,0.064
txn_001434,15.63,EUR,IN,wallet,travel,razorpay,success,2024-12-31 00:35:51.038635,123,0.63,0.091
txn_001435,30.69,EUR,FR,wallet,finance,paypal,success,2025-04-27 04:57:51.038635,168,1.53,0.039
txn_001436,13.83,JPY,US,card,retail,stripe,success,2025-02-03 23:32:51.038635,162,0.7,0.021
txn_001437,223.86,USD,UK,card,retail,adyen,success,2025-01-06 11:24:51.038635,99,6.39,0.063
txn_001438,41.95,AUD,UK,card,gaming,stripe,success,2025-06-13 06:47:51.038635,90,1.52,0.01
txn_001439,60.48,JPY,US,card,travel,stripe,success,2025-03-20 00:59:51.038635,91,2.05,0.014
txn_001440,54.29,EUR,UK,card,finance,stripe,success,2025-03-19 02:25:51.038635,112,1.87,0.057
txn_001441,116.77,EUR,AU,bank,retail,adyen,success,2025-01-16 11:56:51.038635,107,3.39,0.155
txn_001442,26.35,INR,JP,wallet,digital,paypal,success,2025-01-27 10:16:51.038635,194,1.39,0.026
txn_001443,10.0,INR,IN,card,travel,razorpay,success,2025-01-09 22:47:51.038635,143,0.49,0.083
txn_001444,36.58,USD,IN,wallet,retail,razorpay,failed,2025-05-08 18:58:51.038635,114,1.13,0.015
txn_001445,10.0,USD,US,bank,food,stripe,success,2025-01-14 08:28:51.038635,107,0.59,0.084
txn_001446,10.0,USD,JP,card,digital,square,success,2025-03-10 02:53:51.038635,132,0.36,0.004
txn_001447,48.4,USD,US,card,retail,stripe,success,2025-01-19 11:02:51.038635,85,1.7,0.0
txn_001448,128.69,USD,BR,card,retail,square,failed,2024-12-30 04:45:51.038635,96,3.45,0.047
txn_001449,20.74,USD,IN,wallet,retail,razorpay,success,2025-03-12 12:23:51.038635,157,0.75,0.025
txn_001450,31.92,GBP,UK,card,retail,square,success,2025-03-15 17:12:51.038635,136,0.93,0.031
txn_001451,258.09,BRL,BR,crypto,food,stripe,success,2025-02-28 07:56:51.038635,114,7.78,0.019
txn_001452,28.82,GBP,US,card,retail,stripe,success,2025-05-28 09:22:51.038635,107,1.14,0.052
txn_001453,994.78,JPY,CA,card,retail,stripe,success,2025-02-16 17:30:51.038635,80,29.15,0.17
txn_001454,46.91,CAD,IN,card,finance,razorpay,failed,2025-05-16 00:42:51.038635,155,1.38,0.073
txn_001455,10.0,INR,US,card,digital,stripe,success,2024-12-29 06:34:51.038635,159,0.59,0.016
txn_001456,62.18,EUR,UK,wallet,digital,paypal,success,2025-02-25 10:55:51.038635,256,2.6,0.093
txn_001457,35.58,USD,DE,crypto,travel,stripe,success,2025-06-08 16:29:51.038635,131,1.33,0.052
txn_001458,139.02,AUD,FR,card,gaming,stripe,success,2024-12-30 03:33:51.038635,118,4.33,0.05
txn_001459,55.13,JPY,US,crypto,retail,stripe,success,2025-06-14 06:27:51.038635,92,1.9,0.053
txn_001460,16.32,EUR,BR,wallet,digital,paypal,success,2025-03-15 20:46:51.038635,123,1.04,0.027
txn_001461,10.0,USD,US,card,food,stripe,success,2025-05-12 00:59:51.038635,125,0.59,0.232
txn_001462,14.68,CAD,US,wallet,digital,stripe,success,2025-05-01 18:42:51.038635,190,0.73,0.079
txn_001463,10.0,USD,US,card,travel,stripe,success,2025-03-08 19:35:51.038635,158,0.59,0.019
txn_001464,10.0,USD,US,card,gaming,stripe,failed,2025-02-25 09:59:51.038635,153,0.59,0.079
txn_001465,48.56,CAD,US,card,gaming,stripe,success,2025-06-25 05:02:51.038635,127,1.71,0.158
txn_001466,245.88,EUR,BR,wallet,retail,paypal,success,2025-01-18 11:39:51.038635,190,8.85,0.04
txn_001467,36.31,GBP,UK,card,retail,adyen,success,2025-05-05 22:13:51.038635,50,1.14,0.053
txn_001468,10.0,JPY,US,wallet,gaming,stripe,success,2025-04-06 20:10:51.038635,142,0.59,0.043
txn_001469,39.13,EUR,US,wallet,digital,stripe,success,2025-05-21 19:00:51.038635,102,1.43,0.026
txn_001470,120.9,EUR,FR,card,retail,stripe,success,2025-06-14 21:48:51.038635,98,3.81,0.007
txn_001471,10.0,USD,SG,card,travel,razorpay,success,2025-03-12 02:27:51.038635,130,0.49,0.102
txn_001472,16.43,USD,US,card,retail,stripe,success,2025-03-18 06:17:51.038635,109,0.78,0.016
txn_001473,20.53,CAD,US,card,retail,stripe,success,2025-03-21 04:01:51.038635,98,0.9,0.003
txn_001474,10.0,EUR,US,card,finance,stripe,success,2025-03-07 00:37:51.038635,120,0.59,0.08
txn_001475,53.11,USD,US,card,retail,stripe,success,2025-02-16 22:22:51.038635,103,1.84,0.114
txn_001476,16.75,USD,US,card,retail,stripe,success,2025-05-25 20:42:51.038635,123,0.79,0.145
txn_001477,37.69,EUR,UK,card,retail,square,success,2025-01-23 23:01:51.038635,65,1.08,0.025
txn_001478,10.0,EUR,US,card,food,stripe,success,2025-04-26 03:59:51.038635,113,0.59,0.042
txn_001479,10.42,GBP,IN,card,retail,razorpay,success,2025-01-27 10:55:51.038635,107,0.5,0.027
txn_001480,59.36,EUR,US,wallet,digital,stripe,success,2025-02-19 07:52:51.038635,100,2.02,0.115
txn_001481,11.48,USD,BR,crypto,food,stripe,success,2025-04-25 02:27:51.038635,124,0.63,0.117
txn_001482,267.85,EUR,BR,card,finance,square,success,2025-01-26 19:43:51.038635,61,7.06,0.026
txn_001483,11.03,JPY,CA,card,retail,stripe,success,2025-06-21 03:25:51.038635,95,0.62,0.036
txn_001484,28.14,USD,UK,card,finance,stripe,success,2025-06-26 16:11:51.038635,137,1.12,0.056
txn_001485,81.36,GBP,UK,card,retail,square,success,2025-01-07 00:26:51.038635,67,2.22,0.03
txn_001486,10.0,EUR,UK,card,travel,square,success,2025-03-20 21:38:51.038635,163,0.36,0.216
txn_001487,10.0,INR,FR,wallet,digital,paypal,success,2025-03-01 04:58:51.038635,216,0.83,0.052
txn_001488,10.0,USD,IN,bank,retail,razorpay,success,2025-05-07 19:16:51.038635,125,0.49,0.037
txn_001489,133.47,JPY,SG,card,travel,razorpay,success,2025-03-14 02:25:51.038635,116,3.45,0.017
txn_001490,10.0,GBP,BR,wallet,retail,paypal,success,2025-02-09 17:58:51.038635,186,0.83,0.033
txn_001491,931.97,AUD,UK,card,retail,adyen,success,2025-04-22 11:20:51.038635,56,26.22,0.046
txn_001492,10.0,USD,CA,card,digital,stripe,success,2025-05-17 00:39:51.038635,59,0.59,0.025
txn_001493,26.49,INR,US,card,travel,stripe,success,2025-04-24 21:24:51.038635,106,1.07,0.017
txn_001494,202.99,CAD,US,card,retail,stripe,success,2025-01-31 20:33:51.038635,115,6.19,0.059
txn_001495,407.13,USD,UK,card,retail,square,success,2025-01-12 00:41:51.038635,112,10.69,0.017
txn_001496,442.42,USD,US,card,retail,stripe,success,2025-02-16 05:56:51.038635,101,13.13,0.067
txn_001497,123.04,GBP,JP,card,digital,square,success,2025-06-21 14:14:51.038635,148,3.3,0.016
txn_001498,93.33,USD,US,card,digital,stripe,success,2025-01-18 12:10:51.038635,75,3.01,0.052
txn_001499,48.85,INR,IN,wallet,retail,razorpay,success,2025-03-03 19:34:51.038635,105,1.42,0.042
txn_001500,64.56,USD,CA,bank,retail,stripe,success,2025-01-13 00:30:51.038635,134,2.17,0.097
txn_001501,10.0,USD,DE,card,digital,stripe,success,2025-06-11 08:24:51.038635,85,0.59,0.003
txn_001502,10.0,GBP,UK,card,travel,square,success,2025-01-28 20:30:51.038635,73,0.36,0.037
txn_001503,19.98,USD,JP,card,travel,square,success,2025-03-21 20:35:51.038635,113,0.62,0.028
txn_001504,15.56,BRL,CA,bank,finance,stripe,success,2025-04-24 18:43:51.038635,88,0.75,0.166
txn_001505,10.18,AUD,UK,card,retail,square,failed,2025-05-23 07:25:51.038635,106,0.36,0.012
txn_001506,57.09,GBP,US,card,gaming,stripe,success,2025-04-08 08:34:51.038635,99,1.96,0.059
txn_001507,84.18,CAD,IN,card,digital,razorpay,success,2025-04-04 15:00:51.038635,114,2.27,0.029
txn_001508,22.93,SGD,SG,card,gaming,razorpay,success,2025-02-10 04:46:51.038635,76,0.8,0.048
txn_001509,184.25,USD,CA,card,retail,stripe,success,2025-02-13 01:50:51.038635,124,5.64,0.014
txn_001510,10.0,AUD,SG,bank,digital,razorpay,success,2025-04-20 21:35:51.038635,102,0.49,0.051
txn_001511,15.02,USD,IN,bank,digital,razorpay,success,2025-06-03 13:12:51.038635,134,0.61,0.038
txn_001512,10.0,EUR,US,card,digital,stripe,success,2025-02-28 13:51:51.038635,104,0.59,0.055
txn_001513,10.0,EUR,US,card,finance,stripe,success,2025-05-04 07:29:51.038635,113,0.59,0.015
txn_001514,17.74,INR,UK,card,travel,square,success,2025-05-17 08:36:51.038635,105,0.56,0.007
txn_001515,16.73,USD,DE,card,gaming,square,success,2025-01-19 01:57:51.038635,115,0.54,0.022
txn_001516,194.45,USD,AU,bank,food,stripe,success,2025-02-01 06:45:51.038635,98,5.94,0.034
txn_001517,51.74,GBP,US,card,digital,stripe,success,2025-06-10 09:48:51.038635,157,1.8,0.073
txn_001518,10.0,USD,IN,card,retail,razorpay,success,2025-06-07 11:23:51.038635,84,0.49,0.043
txn_001519,324.13,INR,UK,card,gaming,stripe,success,2025-01-01 06:23:51.038635,113,9.7,0.19
txn_001520,125.41,GBP,UK,wallet,food,paypal,success,2025-03-29 09:07:51.038635,205,4.75,0.011
txn_001521,48.09,USD,US,wallet,travel,stripe,success,2025-05-01 05:31:51.038635,134,1.69,0.054
txn_001522,14.3,USD,US,card,digital,stripe,failed,2025-05-21 09:53:51.038635,90,0.71,0.083
txn_001523,10.0,GBP,US,card,food,stripe,success,2025-04-06 01:44:51.038635,95,0.59,0.006
txn_001524,11.49,EUR,US,card,gaming,stripe,success,2025-01-03 04:11:51.038635,89,0.63,0.027
txn_001525,102.83,USD,US,crypto,retail,stripe,success,2025-02-21 18:30:51.038635,137,3.28,0.003
txn_001526,339.3,USD,US,card,retail,stripe,success,2025-03-08 19:24:51.038635,97,10.14,0.017
txn_001527,203.34,USD,CA,card,retail,stripe,success,2025-04-27 09:55:51.038635,127,6.2,0.042
txn_001528,10.0,USD,UK,card,travel,adyen,success,2025-05-26 00:43:51.038635,107,0.4,0.071
txn_001529,10.0,EUR,BR,wallet,retail,paypal,success,2025-01-22 01:15:51.038635,251,0.83,0.184
txn_001530,24.81,INR,US,card,retail,stripe,success,2025-02-27 02:07:51.038635,129,1.02,0.042
txn_001531,10.0,EUR,UK,card,retail,square,success,2025-01-11 01:09:51.038635,85,0.36,0.067
txn_001532,32.61,CAD,UK,card,food,adyen,success,2025-04-06 05:32:51.038635,56,1.03,0.09
txn_001533,16.1,USD,US,wallet,digital,stripe,success,2025-02-09 22:48:51.038635,111,0.77,0.031
txn_001534,10.0,EUR,SG,wallet,retail,razorpay,success,2025-05-28 04:24:51.038635,136,0.49,0.073
txn_001535,10.0,GBP,US,bank,gaming,stripe,success,2025-06-24 05:31:51.038635,53,0.59,0.072
txn_001536,43.4,GBP,BR,card,gaming,stripe,success,2025-05-27 18:18:51.038635,98,1.56,0.184
txn_001537,10.0,GBP,JP,card,retail,square,success,2025-06-25 05:09:51.038635,118,0.36,0.01
txn_001538,10.0,INR,IN,crypto,travel,razorpay,success,2025-05-20 22:09:51.038635,124,0.49,0.038
txn_001539,10.0,GBP,IN,card,food,razorpay,success,2025-02-14 09:07:51.038635,169,0.49,0.132
txn_001540,19.27,USD,DE,wallet,retail,paypal,success,2025-03-16 23:04:51.038635,133,1.15,0.014
txn_001541,286.68,GBP,UK,wallet,retail,paypal,success,2025-01-05 19:36:51.038635,200,10.24,0.057
txn_001542,242.72,INR,DE,card,digital,stripe,success,2025-02-25 12:47:51.038635,147,7.34,0.036
txn_001543,10.12,BRL,US,card,digital,stripe,success,2025-01-02 10:03:51.038635,148,0.59,0.003
txn_001544,10.0,GBP,US,wallet,retail,stripe,success,2024-12-28 04:31:51.038635,73,0.59,0.004
txn_001545,40.58,GBP,IN,wallet,finance,razorpay,failed,2025-06-03 00:24:51.038635,149,1.22,0.042
txn_001546,10.0,EUR,IN,card,digital,razorpay,success,2025-01-30 04:18:51.038635,119,0.49,0.04
txn_001547,31.59,AUD,JP,card,travel,adyen,success,2025-02-11 03:36:51.038635,57,1.0,0.124
txn_001548,63.38,BRL,US,card,retail,stripe,success,2025-01-01 22:10:51.038635,107,2.14,0.013
txn_001549,126.52,INR,SG,card,food,razorpay,success,2025-06-25 22:22:51.038635,112,3.29,0.053
txn_001550,17.28,GBP,US,card,digital,stripe,success,2025-01-25 10:28:51.038635,147,0.8,0.076
txn_001551,14.8,USD,UK,card,food,adyen,success,2025-03-30 19:56:51.038635,115,0.53,0.128
txn_001552,10.0,INR,UK,crypto,travel,square,success,2025-06-26 14:58:51.038635,75,0.36,0.119
txn_001553,10.0,INR,UK,wallet,travel,paypal,success,2025-05-26 20:54:51.038635,158,0.83,0.163
txn_001554,14.3,INR,US,wallet,digital,stripe,failed,2025-03-15 03:41:51.038635,108,0.71,0.081
txn_001555,34.85,USD,IN,card,travel,razorpay,failed,2025-02-06 17:00:51.038635,137,1.09,0.028
txn_001556,79.07,GBP,AU,card,gaming,adyen,success,2025-06-09 09:14:51.038635,130,2.33,0.036
txn_001557,10.0,USD,UK,crypto,food,stripe,success,2025-03-18 23:18:51.038635,140,0.59,0.02
txn_001558,188.49,INR,IN,card,retail,razorpay,success,2025-05-20 16:29:51.038635,141,4.77,0.011
txn_001559,13.37,USD,SG,card,travel,razorpay,success,2025-06-03 04:47:51.038635,132,0.57,0.012
txn_001560,19.45,GBP,FR,card,retail,adyen,success,2025-06-16 12:25:51.038635,50,0.66,0.03
txn_001561,10.0,USD,IN,bank,finance,razorpay,failed,2025-02-10 05:52:51.038635,178,0.49,0.151
txn_001562,10.0,USD,US,bank,food,stripe,success,2025-06-22 02:41:51.038635,106,0.59,0.169
txn_001563,75.65,GBP,JP,card,digital,stripe,success,2025-02-11 16:33:51.038635,166,2.49,0.011
txn_001564,60.66,USD,CA,bank,retail,stripe,success,2025-06-25 11:58:51.038635,125,2.06,0.186
txn_001565,13.17,GBP,US,card,digital,stripe,success,2025-05-21 18:44:51.038635,180,0.68,0.015
txn_001566,22.21,JPY,US,card,gaming,stripe,success,2025-05-31 04:31:51.038635,138,0.94,0.059
txn_001567,43.55,BRL,AU,wallet,retail,paypal,success,2025-06-02 01:13:51.038635,137,1.97,0.084
txn_001568,10.0,USD,US,bank,digital,stripe,success,2025-05-20 21:32:51.038635,101,0.59,0.059
txn_001569,10.0,CAD,BR,card,gaming,stripe,success,2025-05-03 21:54:51.038635,114,0.59,0.001
txn_001570,66.12,USD,US,card,digital,stripe,success,2025-01-16 00:55:51.038635,93,2.22,0.017
txn_001571,10.0,JPY,AU,wallet,digital,paypal,success,2025-03-18 23:13:51.038635,168,0.83,0.03
txn_001572,31.2,CAD,UK,wallet,food,paypal,success,2025-01-19 16:15:51.038635,138,1.55,0.018
txn_001573,10.0,USD,IN,bank,digital,razorpay,success,2025-06-09 17:29:51.038635,140,0.49,0.011
txn_001574,40.43,EUR,JP,card,retail,stripe,success,2025-03-23 07:33:51.038635,127,1.47,0.002
txn_001575,19.04,USD,UK,crypto,retail,adyen,success,2025-03-04 23:48:51.038635,69,0.65,0.049
txn_001576,10.0,CAD,IN,crypto,food,razorpay,success,2025-06-22 19:55:51.038635,198,0.49,0.133
txn_001577,115.25,EUR,US,card,gaming,stripe,success,2025-03-02 21:19:51.038635,121,3.64,0.023
txn_001578,10.0,GBP,US,wallet,retail,stripe,success,2024-12-27 18:57:51.038635,95,0.59,0.051
txn_001579,10.0,GBP,US,card,retail,stripe,success,2025-04-19 16:59:51.038635,71,0.59,0.01
txn_001580,27.14,BRL,DE,card,digital,adyen,success,2025-02-08 07:04:51.038635,101,0.88,0.05
txn_001581,112.5,JPY,US,wallet,finance,stripe,success,2025-04-03 05:07:51.038635,112,3.56,0.038
txn_001582,10.0,EUR,US,card,retail,stripe,success,2025-04-02 21:26:51.038635,143,0.59,0.084
txn_001583,22.03,INR,UK,card,finance,square,success,2025-04-29 12:14:51.038635,105,0.67,0.025
txn_001584,38.21,CAD,DE,bank,retail,adyen,success,2025-06-21 00:43:51.038635,64,1.19,0.017
txn_001585,56.81,SGD,FR,card,gaming,adyen,success,2025-04-21 20:24:51.038635,150,1.71,0.024
txn_001586,26.17,USD,US,card,food,stripe,success,2025-01-05 02:34:51.038635,133,1.06,0.111
txn_001587,11.58,USD,US,bank,travel,stripe,success,2025-03-19 01:39:51.038635,112,0.64,0.063
txn_001588,10.0,USD,BR,card,digital,stripe,success,2025-01-15 03:43:51.038635,124,0.59,0.01
txn_001589,22.86,EUR,US,card,travel,stripe,success,2025-04-02 23:19:51.038635,134,0.96,0.001
txn_001590,10.0,USD,SG,card,retail,razorpay,success,2025-01-16 11:30:51.038635,97,0.49,0.039
txn_001591,10.0,EUR,JP,card,retail,adyen,success,2025-01-20 04:11:51.038635,104,0.4,0.034
txn_001592,38.66,GBP,AU,wallet,digital,paypal,success,2025-06-03 09:18:51.038635,166,1.8,0.03
txn_001593,77.94,EUR,US,wallet,finance,stripe,success,2025-01-04 07:14:51.038635,135,2.56,0.006
txn_001594,10.0,GBP,SG,card,travel,razorpay,success,2025-02-08 13:29:51.038635,117,0.49,0.013
txn_001595,10.0,USD,AU,wallet,food,paypal,success,2025-04-17 22:36:51.038635,161,0.83,0.097
txn_001596,50.84,SGD,CA,card,food,stripe,success,2025-01-22 03:46:51.038635,169,1.77,0.259
txn_001597,439.77,JPY,UK,card,retail,square,success,2025-02-14 07:17:51.038635,146,11.53,0.073
txn_001598,20.72,GBP,US,wallet,finance,stripe,success,2025-05-18 17:32:51.038635,50,0.9,0.041
txn_001599,10.0,SGD,US,wallet,travel,stripe,success,2025-05-15 02:15:51.038635,154,0.59,0.012
txn_001600,15.27,USD,IN,card,travel,razorpay,success,2025-03-10 02:48:51.038635,137,0.62,0.076
txn_001601,157.96,CAD,CA,card,digital,stripe,success,2025-01-20 18:58:51.038635,98,4.88,0.065
txn_001602,10.0,USD,UK,card,gaming,square,success,2025-05-23 11:26:51.038635,79,0.36,0.004
txn_001603,10.0,EUR,IN,card,finance,razorpay,success,2025-05-01 21:36:51.038635,111,0.49,0.063
txn_001604,10.0,USD,UK,card,food,square,success,2025-03-29 18:00:51.038635,89,0.36,0.017
txn_001605,10.0,EUR,DE,wallet,digital,paypal,success,2025-01-19 03:25:51.038635,146,0.83,0.054
txn_001606,24.14,USD,BR,card,food,adyen,success,2025-06-15 14:11:51.038635,59,0.8,0.029
txn_001607,229.76,GBP,US,wallet,food,stripe,failed,2025-04-28 23:39:51.038635,88,6.96,0.115
txn_001608,32.61,USD,UK,card,digital,stripe,success,2025-01-02 23:43:51.038635,129,1.25,0.016
txn_001609,13.76,AUD,US,card,digital,stripe,success,2025-06-09 02:38:51.038635,121,0.7,0.005
txn_001610,12.97,GBP,CA,card,digital,stripe,failed,2025-04-27 20:52:51.038635,136,0.68,0.007
txn_001611,10.0,USD,FR,card,food,square,success,2025-04-08 09:04:51.038635,108,0.36,0.04
txn_001612,75.54,USD,BR,bank,digital,stripe,success,2025-06-15 01:38:51.038635,80,2.49,0.008
txn_001613,17.87,AUD,US,card,retail,stripe,success,2025-06-10 10:57:51.038635,134,0.82,0.059
txn_001614,15.32,USD,BR,card,travel,square,success,2025-02-13 05:29:51.038635,79,0.5,0.028
txn_001615,2415.5,EUR,US,wallet,food,adyen,success,2025-04-04 04:44:51.038635,119,67.75,0.003
txn_001616,31.44,GBP,CA,wallet,retail,stripe,success,2025-04-20 18:49:51.038635,85,1.21,0.033
txn_001617,10.0,USD,US,card,digital,stripe,success,2025-04-19 07:49:51.038635,99,0.59,0.028
txn_001618,10.6,USD,JP,card,finance,stripe,success,2025-02-23 02:09:51.038635,109,0.61,0.044
txn_001619,112.47,EUR,IN,wallet,travel,razorpay,success,2025-01-11 22:21:51.038635,160,2.95,0.031
txn_001620,23.81,USD,DE,crypto,digital,stripe,success,2025-06-24 14:39:51.038635,125,0.99,0.093
txn_001621,10.0,USD,SG,bank,gaming,razorpay,success,2025-01-18 14:55:51.038635,140,0.49,0.0
txn_001622,79.75,USD,US,card,retail,stripe,success,2025-05-15 07:21:51.038635,176,2.61,0.106
txn_001623,10.0,USD,US,crypto,gaming,stripe,success,2025-05-27 01:08:51.038635,64,0.59,0.033
txn_001624,333.6,USD,JP,card,retail,stripe,success,2025-01-12 06:25:51.038635,88,9.97,0.014
txn_001625,101.5,BRL,UK,card,retail,adyen,success,2025-05-10 07:07:51.038635,67,2.96,0.07
txn_001626,10.27,EUR,US,wallet,digital,stripe,success,2025-06-21 09:09:51.038635,66,0.6,0.039
txn_001627,137.21,CAD,IN,card,digital,razorpay,success,2025-02-26 08:52:51.038635,118,3.54,0.07
txn_001628,22.24,USD,CA,card,food,stripe,success,2025-01-17 06:30:51.038635,140,0.94,0.003
txn_001629,72.18,USD,US,card,travel,stripe,success,2025-01-05 10:09:51.038635,102,2.39,0.001
txn_001630,41.56,CAD,US,card,finance,stripe,success,2025-05-09 12:16:51.038635,110,1.51,0.006
txn_001631,10.0,GBP,US,wallet,digital,stripe,success,2025-06-03 21:40:51.038635,68,0.59,0.09
txn_001632,10.0,USD,UK,wallet,digital,paypal,success,2025-04-20 22:43:51.038635,156,0.83,0.107
txn_001633,94.15,EUR,JP,card,retail,square,failed,2025-02-19 23:41:51.038635,96,2.55,0.04
txn_001634,12.16,EUR,BR,card,retail,square,success,2025-01-07 06:38:51.038635,129,0.42,0.141
txn_001635,10.96,AUD,DE,bank,food,square,success,2025-06-20 06:45:51.038635,59,0.39,0.018
txn_001636,10.0,USD,US,wallet,retail,stripe,success,2025-06-05 22:26:51.038635,106,0.59,0.079
txn_001637,37.92,EUR,BR,card,travel,square,success,2025-05-29 01:53:51.038635,142,1.09,0.075
txn_001638,443.1,INR,IN,crypto,food,razorpay,failed,2025-01-13 19:57:51.038635,126,10.88,0.081
txn_001639,10.0,BRL,US,wallet,retail,stripe,success,2025-05-19 06:08:51.038635,56,0.59,0.012
txn_001640,20.83,CAD,BR,card,food,stripe,success,2025-03-21 02:06:51.038635,158,0.9,0.007
txn_001641,167.06,USD,FR,card,retail,adyen,success,2025-04-23 18:23:51.038635,122,4.8,0.082
txn_001642,17.82,INR,FR,card,digital,adyen,success,2025-06-25 13:10:51.038635,126,0.62,0.043
txn_001643,39.59,INR,FR,wallet,travel,paypal,success,2025-05-10 06:40:51.038635,127,1.84,0.026
